0,0.535
0.05,0.519
0.1,0.495
0.15,0.464
0.2,0.421
0.25,0.382
0.3,0.345
0.35,0.312
0.4,0.287
0.45,0.272
0.5,0.269
0.55,0.277
0.6,0.295
0.65,0.323
0.7,0.357
0.75,0.396
0.8,0.435
0.85,0.472
0.9,0.502
0.95,0.525
1,0.538
1.05,0.539
1.1,0.529
1.15,0.509
1.2,0.48
1.25,0.444
1.3,0.405
1.35,0.371
1.4,0.336
1.45,0.303
1.5,0.282
1.55,0.271
1.6,0.272
1.65,0.284
1.7,0.307
1.75,0.337
1.8,0.374
1.85,0.412
1.9,0.45
1.95,0.485
2,0.513
2.05,0.531
2.1,0.539
2.15,0.536
2.2,0.522
2.25,0.497
2.3,0.465
2.35,0.428
2.4,0.389
2.45,0.351
2.5,0.318
2.55,0.292
2.6,0.275
2.65,0.27
2.7,0.275
2.75,0.292
2.8,0.318
2.85,0.351
2.9,0.39
2.95,0.429
3,0.465
3.05,0.498
3.1,0.522
3.15,0.536
3.2,0.539
3.25,0.531
3.3,0.513
3.35,0.485
3.4,0.45
3.45,0.412
3.5,0.374
3.55,0.337
3.6,0.306
3.65,0.284
3.7,0.272
3.75,0.271
3.8,0.281
3.85,0.302
3.9,0.331
3.95,0.366
4,0.405
4.05,0.443
4.1,0.478
4.15,0.508
4.2,0.528
4.25,0.538
4.3,0.537
4.35,0.524
4.4,0.503
4.45,0.472
4.5,0.435
4.55,0.398
4.6,0.362
4.65,0.327
4.7,0.298
4.75,0.279
4.8,0.271
4.85,0.274
4.9,0.289
4.95,0.313
5,0.345
5.05,0.382
5.1,0.42
5.15,0.458
5.2,0.491
5.25,0.516
5.3,0.533
5.35,0.538
5.4,0.532
5.45,0.516
5.5,0.49
5.55,0.457
5.6,0.419
5.65,0.38
5.7,0.344
5.75,0.312
5.8,0.288
5.85,0.274
5.9,0.272
5.95,0.281
6,0.3
6.05,0.328
6.1,0.365
6.15,0.399
6.2,0.436
6.25,0.473
6.3,0.503
6.35,0.525
6.4,0.536
6.45,0.537
6.5,0.527
6.55,0.506
6.6,0.477
6.65,0.442
6.7,0.403
6.75,0.365
6.8,0.33
6.85,0.302
6.9,0.282
6.95,0.272
7,0.274
7.05,0.286
7.1,0.309
7.15,0.339
7.2,0.375
7.25,0.413
7.3,0.451
7.35,0.485
7.4,0.512
7.45,0.53
7.5,0.538
7.55,0.534
7.6,0.519
7.65,0.495
7.7,0.463
7.75,0.427
7.8,0.389
7.85,0.351
7.9,0.318
7.95,0.293
8,0.277
8.05,0.272
8.1,0.278
8.15,0.295
8.2,0.32
8.25,0.353
8.3,0.39
8.35,0.429
8.4,0.465
8.45,0.497
8.5,0.52
8.55,0.534
8.6,0.537
8.65,0.528
8.7,0.51
8.75,0.482
8.8,0.448
8.85,0.41
8.9,0.373
8.95,0.337
9,0.308
9.05,0.286
9.1,0.276
9.15,0.274
9.2,0.284
9.25,0.305
9.3,0.335
9.35,0.37
9.4,0.407
9.45,0.444
9.5,0.479
9.55,0.507
9.6,0.527
9.65,0.536
9.7,0.534
9.75,0.522
9.8,0.499
9.85,0.469
9.9,0.433
9.95,0.395
10,0.357
10.05,0.324
10.1,0.298
10.15,0.28
10.2,0.273
10.25,0.277
10.3,0.291
10.35,0.316
10.4,0.348
10.45,0.384
10.5,0.422
10.55,0.459
10.6,0.492
10.65,0.516
10.7,0.533
10.75,0.537
10.8,0.531
10.85,0.514
10.9,0.488
10.95,0.455
11,0.417
11.05,0.38
11.1,0.343
11.15,0.313
11.2,0.289
11.25,0.276
11.3,0.273
11.35,0.282
11.4,0.301
11.45,0.328
11.5,0.362
11.55,0.399
11.6,0.437
11.65,0.472
11.7,0.502
11.75,0.523
11.8,0.534
11.85,0.535
11.9,0.524
11.95,0.503
12,0.474
12.05,0.44
12.1,0.402
12.15,0.365
12.2,0.331
12.25,0.303
12.3,0.283
12.35,0.274
12.4,0.276
12.45,0.289
12.5,0.312
12.55,0.342
12.6,0.377
12.65,0.415
12.7,0.451
12.75,0.485
12.8,0.511
12.85,0.528
12.9,0.535
12.95,0.531
13,0.516
13.05,0.492
13.1,0.46
13.15,0.424
13.2,0.386
13.25,0.35
13.3,0.318
13.35,0.294
13.4,0.279
13.45,0.274
13.5,0.28
13.55,0.297
13.6,0.324
13.65,0.361
13.7,0.394
13.75,0.431
13.8,0.467
13.85,0.497
13.9,0.52
13.95,0.535
14,0.535
14.05,0.527
14.1,0.507
14.15,0.48
14.2,0.446
14.25,0.409
14.3,0.371
14.35,0.336
14.4,0.307
14.45,0.287
14.5,0.276
14.55,0.276
14.6,0.286
14.65,0.307
14.7,0.336
14.75,0.37
14.8,0.408
14.85,0.445
14.9,0.479
14.95,0.507
15,0.526
15.05,0.534
15.1,0.532
15.15,0.519
15.2,0.497
15.25,0.467
15.3,0.431
15.35,0.394
15.4,0.358
15.45,0.325
15.5,0.299
15.55,0.281
15.6,0.275
15.65,0.279
15.7,0.294
15.75,0.318
15.8,0.35
15.85,0.386
15.9,0.423
15.95,0.459
16,0.491
16.05,0.515
16.1,0.53
16.15,0.534
16.2,0.527
16.25,0.51
16.3,0.484
16.35,0.452
16.4,0.415
16.45,0.378
16.5,0.343
16.55,0.313
16.6,0.291
16.65,0.278
16.7,0.276
16.75,0.285
16.8,0.304
16.85,0.331
16.9,0.365
16.95,0.402
17,0.439
17.05,0.473
17.1,0.501
17.15,0.522
17.2,0.533
17.25,0.532
17.3,0.521
